Seconds,Location_Update
866,42400
867,41600
868,44800
869,42400
870,47200
871,31200
872,42400
873,38400
874,49600
875,39200
876,36800
877,31200
878,43200
879,28000
880,40800
881,37600
882,32800
883,32000
884,28800
885,35200
886,45600
887,35200
888,34400
889,43200
890,45600
891,40000
892,32000
893,32800
894,48800
895,45600
896,28800
897,40800
898,43200
899,48000
900,37600
901,35200
902,33600
903,31200
904,24800
905,30400
906,32000
907,36800
908,32800
909,47200
910,28800
911,38400
912,36000
913,46400
914,37600
915,31200
916,37600
917,35200
918,32000
919,41600
920,31200
921,40000
922,49600
923,42400
924,37600
925,39200
926,41600
927,35200
928,40800
929,27200
930,41600
931,32800
932,32800
933,44800
934,43200
935,31200
936,31200
937,36800
938,27200
939,52800
940,36000
941,35200
942,36800
943,41600
944,37600
945,35200
946,48800
947,42400
948,36800
949,32000
950,41600
951,36800
952,35200
953,32800
954,43200
955,32000
956,42400
957,39200
958,39200
959,39200
960,40000
961,42400
962,32000
963,33600
964,45600
965,34400
966,49600
967,32000
968,40000
969,40800
970,32000
971,36000
972,39200
973,31200
974,48800
975,36800
976,44000
977,32800
978,37600
979,36800
980,36800
981,41600
982,41600
983,48000
984,42400
985,44800
986,33600
987,43200
988,43200
989,40000
990,31200
991,44000
992,44000
993,30400
994,37600
995,43200
996,38400
997,39200
998,30400
999,32800
1000,40000
1001,49600
1002,36000
1003,28800
1004,31200
1005,50400
1006,33600
1007,28000
1008,20000
1009,31200
1010,36000
1011,40800
1012,32800
1013,48800
1014,40000
1015,47200
1016,37600
1017,45600
1018,39200
1019,42400
1020,25600
1021,30400
1022,35200
1023,40800
1024,28800
1025,46400
1026,44000
1027,36000
1028,32000
1029,37600
1030,40000
1031,42400
1032,49600
1033,37600
1034,49600
1035,33600
1036,40800
1037,28800
1038,45600
1039,28000
1040,38400
1041,36800
1042,43200
1043,36800
1044,28800
1045,35200
1046,34400
1047,34400
1048,43200
1049,40000
1050,48000
1051,38400
1052,40000
1053,35200
1054,37600
1055,37600
1056,37600
1057,40800
1058,43200
1059,39200
1060,40800
1061,36000
1062,37600
1063,26400
1064,41600
1065,35200
1066,36800
1067,44800
1068,31200
1069,43200
1070,36800
1071,40800
1072,32800
1073,42400
1074,41600
1075,30400
1076,38400
1077,45600
1078,32000
1079,36000
1080,44800
1081,43200
1082,29600
1083,44000
1084,36800
1085,41600
1086,27200
1087,35200
1088,36000
1089,46400
1090,52000
1091,41600
1092,36800
1093,33600
1094,26400
1095,44000
1096,44000
1097,34400
1098,39200
1099,38400
1100,52000
1101,30400
1102,35200
1103,40000
1104,32800
1105,48000
1106,38400
1107,36000
1108,41600
1109,44000
1110,31200
1111,32800
1112,43200
1113,45600
1114,50400
1115,33600
1116,40800
1117,42400
1118,40800
1119,33600
1120,28800
1121,33600
1122,44000
1123,43200
1124,46400
1125,29600
1126,36000
1127,32800
1128,42400
1129,32800
1130,30400
1131,36000
1132,40000
1133,40800
1134,32800
1135,32800
1136,48800
1137,38400
1138,41600
1139,33600
1140,36000
1141,40800
1142,41600
1143,32800
1144,36000
1145,37600
1146,28800
1147,41600
1148,30400
1149,44000
1150,36800
1151,39200
1152,38400
1153,38400
1154,35200
1155,41600
1156,35200
1157,43200
1158,30400
1159,49600
1160,39200
1161,41600
1162,42400
1163,39200
1164,38400
1165,40000
1166,41600
1167,44800
1168,36800
1169,37600
1170,48800
1171,36000
1172,36000
1173,40800
1174,39200
1175,40000
1176,39200
1177,40000
1178,34400
1179,52000
1180,32000
1181,30400
1182,33600
1183,40800
1184,31200
1185,44000
1186,23200
1187,36800
1188,46400
1189,40000
1190,30400
1191,34400
1192,36000
1193,30400
1194,42400
1195,30400
1196,40800
1197,30400
1198,43200
1199,33600
1200,33600
1201,47200
1202,41600
1203,39200
1204,39200
1205,36800
1206,36800
1207,28800
1208,31200
1209,30400
1210,45600
1211,32000
1212,40000
1213,33600
1214,33600
1215,29600
1216,40800
1217,32000
1218,38400
1219,30400
1220,40800
1221,44000
1222,44000
1223,38400
1224,35200
1225,37600
1226,39200
1227,25600
1228,40000
1229,32800
1230,40800
1231,26400
1232,38400
1233,44000
1234,33600
1235,33600
1236,41600
1237,43200
1238,48000
1239,40800
1240,44000
1241,37600
1242,34400
1243,40800
1244,33600
1245,35200
1246,33600
1247,32800
1248,42400
1249,36800
1250,36800
1251,41600
1252,32800
1253,52000
1254,40000
1255,32000
1256,52800
1257,40000
1258,35200
1259,34400
1260,36800
1261,28800
1262,32800
1263,36000
1264,28000
1265,35200
1266,38400
1267,34400
1268,40000
1269,49600
1270,42400
1271,33600
1272,33600
1273,37600
1274,39200
1275,39200
1276,37600
1277,31200
1278,41600
1279,35200
1280,46400
1281,40000
1282,35200
1283,32800
1284,44800
1285,30400
1286,36800
1287,38400
1288,36800
1289,38400
1290,43200
1291,32000
1292,44000
1293,30400
1294,38400
1295,45600
1296,47200
1297,36000
1298,42400
1299,32800
1300,44800
1301,44800
1302,56000
1303,32000
1304,40000
1305,32800
1306,27200
1307,35200
1308,32800
1309,40800
1310,41600
1311,36000
1312,33600
1313,35200
1314,48000
1315,33600
1316,36000
1317,43200
1318,42400
1319,37600
1320,41600
1321,30400
1322,35200
1323,37600
1324,40800
1325,36800
1326,37600
1327,32800
1328,44800
1329,42400
1330,40800
1331,45600
1332,36000
1333,35200
1334,36000
1335,42400
1336,35200
1337,34400
1338,43200
1339,41600
1340,39200
1341,35200
1342,32000
1343,26400
1344,35200
1345,46400
1346,45600
1347,36000
1348,31200
1349,29600
1350,34400
1351,51200
1352,40800
1353,40800
1354,43200
1355,36800
1356,28800
1357,39200
1358,33600
1359,37600
1360,24000
1361,28000
1362,36800
1363,28800
1364,31200
1365,52000
1366,39200
1367,30400
1368,34400
1369,37600
1370,34400
1371,42400
1372,38400
1373,23200
1374,35200
1375,31200
1376,33600
1377,36800
1378,40800
1379,36000
1380,35200
1381,42400
1382,40800
1383,26400
1384,39200
1385,42400
1386,37600
1387,36800
1388,30400
1389,43200
1390,45600
1391,42400
1392,36800
1393,32800
1394,40000
1395,36000
1396,30400
1397,35200
1398,30400
1399,36000
1400,39200
1401,42400
1402,35200
1403,31200
1404,43200
1405,34400
1406,36000
1407,32000
1408,35200
1409,47200
1410,37600
1411,36800
1412,46400
1413,38400
1414,42400
1415,38400
1416,42400
1417,39200
1418,38400
1419,35200
1420,44800
1421,36000
1422,40000
1423,30400
1424,47200
1425,32000
1426,35200
1427,24800
1428,31200
1429,40000
1430,38400
1431,33600
1432,49600
1433,44000
1434,44000
1435,25600
1436,40000
1437,34400
1438,32800
1439,40800
1440,28800
1441,31200
1442,44800
1443,43200
1444,34400
1445,33600
1446,42400
1447,36800
1448,32000
1449,30400
1450,44000
1451,36800
1452,42400
1453,37600
1454,42400
1455,40800
1456,34400
1457,48000
1458,46400
1459,29600
1460,36800
1461,37600
1462,42400
1463,29600
1464,39200
1465,33600
1466,41600
1467,45600
1468,37600
1469,44000
1470,30400
1471,29600
1472,37600
1473,40800
1474,32800
1475,30400
1476,40000
1477,40800
1478,45600
1479,43200
1480,42400
1481,44800
1482,30400
1483,36800
1484,33600
1485,28800
1486,32800
1487,32000
1488,38400
1489,37600
1490,40800
1491,26400
1492,33600
1493,38400
1494,31200
1495,44800
1496,38400
1497,37600
1498,35200
1499,43200
1500,43200
1501,36800
1502,40000
1503,39200
1504,34400
1505,42400
1506,36800
1507,36000
1508,40800
1509,39200
1510,37600
1511,33600
1512,47200
1513,34400
1514,43200
1515,43200
1516,40000
1517,30400
1518,36800
1519,44000
1520,30400
1521,44000
1522,43200
1523,36000
1524,44000
1525,34400
1526,41600
1527,42400
1528,43200
1529,32000
1530,43200
1531,37600
1532,30400
1533,48000
1534,48000
1535,43200
1536,29600
1537,29600
1538,38400
1539,34400
1540,36000
1541,42400
1542,32800
1543,28000
1544,38400
1545,35200
1546,37600
1547,46400
1548,37600
1549,41600
1550,43200
1551,28000
1552,35200
1553,45600
1554,44000
1555,33600
1556,39200
1557,26400
1558,34400
1559,39200
1560,34400
1561,40000
1562,43200
1563,43200
1564,36000
1565,39200
1566,31200
1567,28800
1568,34400
1569,32000
1570,36000
1571,33600
1572,39200
1573,42400
1574,40800
1575,36800
1576,34400
1577,43200
1578,35200
1579,39200
1580,42400
1581,33600
1582,35200
1583,37600
1584,52000
1585,47200
1586,35200
1587,29600
1588,33600
1589,40800
1590,44000
1591,38400
1592,47200
1593,48800
1594,37600
1595,34400
1596,37600
1597,34400
1598,30400
1599,31200
1600,44000
1601,51200
1602,36800
1603,29600
1604,38400
1605,37600
1606,35200
1607,51200
1608,31200
1609,41600
1610,42400
1611,33600
1612,45600
1613,31200
1614,41600
1615,32000
1616,32800
1617,37600
1618,35200
1619,36000
1620,40000
1621,36800
1622,38400
1623,48000
1624,40000
1625,40000
1626,35200
1627,31200
1628,37600
1629,35200
1630,39200
1631,36800
1632,43200
1633,36000
1634,38400
1635,31200
1636,32800
1637,40800
1638,38400
1639,35200
1640,43200
1641,37600
1642,34400
1643,41600
1644,34400
1645,27200
1646,44800
1647,42400
1648,30400
1649,40800
1650,50400
1651,28000
1652,28800
1653,41600
1654,38400
1655,44800
1656,48800
1657,30400
1658,31200
1659,44800
1660,28800
1661,41600
1662,48000
1663,28000
1664,48000
1665,36800
1666,30400
1667,36000
1668,36000
1669,44000
1670,34400
1671,39200
1672,38400
1673,38400
1674,39200
1675,39200
1676,32000
1677,36800
1678,32800
1679,38400
1680,38400
1681,43200
1682,40800
1683,39200
1684,32800
1685,38400
1686,36000
1687,30400
1688,41600
1689,37600
1690,48800
1691,34400
1692,40800
1693,40000
1694,31200
1695,34400
1696,40000
1697,47200
1698,29600
1699,40800
1700,33600
1701,35200
1702,29600
1703,38400
1704,38400
1705,36000
1706,40800
1707,36000
1708,42400
1709,33600
1710,39200
1711,44000
1712,24800
1713,31200
1714,34400
1715,26400
1716,37600
1717,50400
1718,40000
1719,36000
1720,46400
1721,45600
1722,31200
1723,36800
1724,43200
1725,37600
1726,36800
1727,46400
1728,39200
1729,36800
1730,33600
1731,43200
1732,39200
1733,31200
1734,40800
1735,40000
1736,30400
1737,44000
1738,40000
1739,38400
1740,38400
1741,34400
1742,41600
1743,38400
1744,48800
1745,43200
1746,49600
1747,30400
1748,40800
1749,24000
1750,48000
1751,34400
1752,33600
1753,38400
1754,36800
1755,38400
1756,42400
1757,36800
1758,35200
1759,40800
1760,37600
1761,37600
1762,35200
1763,31200
1764,40000
1765,36800
1766,41600
1767,48800
1768,29600
1769,48000
1770,43200
1771,33600
1772,40800
1773,46400
1774,41600
1775,35200
1776,36800
1777,39200
1778,32800
1779,36000
1780,39200
1781,48800
1782,36800
1783,38400
1784,40800
1785,28800
1786,44800
1787,39200
1788,41600
1789,31200
1790,44800
1791,45600
1792,30400
1793,34400
1794,41600
1795,41600
1796,36000
1797,42400
1798,36000
1799,29600
1800,48000
1801,35200
1802,28800
1803,45600
1804,52000
1805,31200
1806,40000
1807,34400
1808,44000
1809,37600
1810,29600
1811,44000
1812,41600
1813,35200
1814,38400
1815,41600
1816,47200
1817,38400
1818,39200
1819,36800
1820,32800
1821,40800
1822,33600
1823,42400
1824,34400
1825,33600
1826,36800
1827,32000
1828,35200
1829,40000
1830,33600
1831,33600
1832,36000
1833,33600
1834,40000
1835,30400
1836,37600
1837,36000
1838,34400
1839,40800
1840,32000
1841,30400
1842,40800
1843,37600
1844,44800
1845,28800
1846,32000
1847,38400
1848,40000
1849,40800
1850,32000
1851,42400
1852,34400
1853,35200
1854,48800
1855,32000
1856,36800
1857,36000
1858,36000
1859,30400
1860,37600
1861,38400
1862,40800
1863,43200
1864,36000
1865,33600
1866,36000
1867,38400
1868,43200
1869,48800
1870,47200
1871,44000
1872,40000
1873,32800
1874,46400
1875,42400
1876,35200
1877,36800
1878,40800
1879,39200
1880,40000
1881,40800
1882,32800
1883,37600
1884,32000
1885,38400
1886,29600
1887,32800
1888,37600
1889,39200
1890,28000
1891,32800
1892,53600
1893,36800
1894,32800
1895,36000
1896,32800
1897,41600
1898,40000
1899,42400
1900,36000
1901,31200
1902,33600
1903,36000
1904,37600
1905,33600
1906,32800
1907,40800
1908,33600
1909,36800
1910,20800
1911,39200
1912,46400
1913,40800
1914,33600
1915,32800
1916,27200
1917,30400
1918,40000
1919,29600
1920,41600
1921,42400
1922,44000
1923,37600
1924,25600
1925,51200
1926,33600
1927,44800
1928,38400
1929,35200
1930,46400
1931,49600
1932,40000
1933,31200
1934,38400
1935,40800
1936,45600
1937,39200
1938,45600
1939,31200
1940,40800
1941,32800
1942,32800
1943,24000
1944,54400
1945,28000
1946,38400
1947,34400
1948,34400
1949,40000
1950,39200
1951,45600
1952,32000
1953,34400
1954,44800
1955,45600
1956,37600
1957,40000
1958,40800
1959,36000
1960,32800
1961,45600
1962,48000
1963,33600
1964,37600
1965,37600
1966,41600
1967,33600
1968,52000
1969,43200
1970,40000
1971,42400
1972,36800
1973,37600
1974,36800
1975,36800
1976,40800
1977,31200
1978,40000
1979,36800
1980,36000
1981,40000
1982,30400
1983,26400
1984,33600
1985,42400
1986,37600
1987,39200
1988,38400
1989,42400
1990,30400
1991,32000
1992,40000
1993,44800
1994,42400
1995,43200
1996,34400
1997,28000
1998,45600
1999,47200
2000,46400
2001,36800
2002,43200
2003,40800
2004,42400
2005,36800
2006,32000
2007,31200
2008,35200
2009,40000
2010,40800
2011,33600
2012,39200
2013,43200
2014,36800
2015,45600
2016,32000
2017,38400
2018,38400
2019,37600
2020,39200
2021,41600
2022,46400
2023,41600
2024,30400
2025,29600
2026,36800
2027,32800
2028,36000
2029,37600
2030,31200
2031,40000
2032,27200
2033,42400
2034,40000
2035,43200
2036,43200
2037,42400
2038,40000
2039,28800
2040,39200
2041,41600
2042,32800
2043,36800
2044,37600
2045,36000
2046,28000
2047,37600
2048,38400
2049,35200
2050,39200
2051,32800
2052,32800
2053,24800
2054,40000
2055,36000
2056,34400
2057,41600
2058,46400
2059,41600
2060,37600
2061,37600
2062,36000
2063,37600
2064,44000
2065,35200
2066,37600
2067,36800
2068,35200
2069,50400
2070,26400
2071,26400
2072,51200
2073,34400
2074,38400
2075,36000
2076,34400
2077,40000
2078,44800
2079,54400
2080,41600
2081,33600
2082,39200
2083,28000
2084,35200
2085,39200
2086,36800
2087,42400
2088,41600
2089,33600
2090,28800
2091,33600
2092,37600
2093,45600
2094,24800
2095,44800
2096,32000
2097,27200
2098,38400
2099,39200
2100,50400
2101,42400
2102,32800
2103,36000
2104,33600
2105,36800
2106,35200
2107,35200
2108,46400
2109,41600
2110,31200
2111,39200
2112,27200
2113,37600
2114,33600
2115,39200
2116,39200
2117,34400
2118,38400
2119,52800
2120,47200
2121,38400
2122,45600
2123,44800
2124,24800
2125,30400
2126,41600
2127,37600
2128,34400
2129,36000
2130,40800
2131,45600
2132,44000
2133,32000
2134,36800
2135,38400
2136,48000
2137,36800
2138,35200
2139,35200
2140,28000
2141,44800
2142,42400
2143,43200
2144,32000
2145,43200
2146,38400
2147,44800
2148,41600
2149,37600
2150,31200
2151,28800
2152,30400
2153,35200
2154,32800
2155,51200
2156,40000
2157,40800
2158,36800
2159,42400
2160,36000
2161,36000
2162,39200
2163,43200
2164,32000
2165,34400
2166,32800
2167,51200
2168,39200
2169,36800
2170,30400
2171,30400
2172,47200
2173,35200
2174,34400
2175,37600
2176,43200
2177,39200
2178,45600
2179,29600
2180,43200
2181,41600
2182,40800
2183,46400
2184,31200
2185,35200
2186,44800
2187,38400
2188,42400
2189,35200
2190,41600
2191,45600
2192,34400
2193,44000
2194,41600
2195,37600
2196,40800
2197,37600
2198,39200
2199,36000
2200,44000
2201,42400
2202,35200
2203,35200
2204,28800
2205,33600
2206,40000
2207,40000
2208,33600
2209,30400
2210,22400
2211,32800
2212,36800
2213,34400
2214,38400
2215,29600
2216,40800
2217,46400
2218,30400
2219,33600
2220,35200
2221,42400
2222,39200
2223,43200
2224,35200
2225,38400
2226,40000
2227,28800
2228,44000
2229,41600
2230,40800
2231,36800
2232,44000
2233,41600
2234,30400
2235,29600
2236,29600
2237,32000
2238,40000
2239,39200
2240,39200
2241,43200
2242,44800
2243,45600
2244,30400
2245,36000
2246,42400
2247,45600
2248,39200
2249,32000
2250,29600
2251,40000
2252,36800
2253,41600
2254,32000
2255,43200
2256,41600
2257,26400
2258,40000
2259,34400
2260,37600
2261,41600
2262,46400
2263,32800
2264,38400
2265,42400
2266,40800
2267,39200
2268,51200
2269,42400
2270,32800
2271,34400
2272,44800
2273,36000
2274,35200
2275,49600
2276,37600
2277,42400
2278,36800
2279,40000
2280,44800
2281,33600
2282,41600
2283,40800
2284,31200
2285,53600
2286,31200
2287,37600
2288,40000
2289,35200
2290,37600
2291,27200
2292,34400
2293,35200
2294,39200
2295,41600
2296,44800
2297,45600
2298,49600
2299,48800
2300,35200
2301,35200
2302,28000
2303,52800
2304,36800
2305,31200
2306,32800
2307,46400
2308,39200
2309,36800
2310,34400
2311,24000
2312,40000
2313,36000
2314,44000
2315,39200
2316,40800
2317,33600
2318,33600
2319,34400
2320,46400
2321,38400
2322,41600
2323,35200
2324,45600
2325,36000
2326,45600
2327,39200
2328,41600
2329,34400
2330,36000
2331,32000
2332,33600
2333,36800
2334,44800
2335,32000
2336,38400
2337,30400
2338,36800
2339,38400
2340,37600
2341,35200
2342,47200
2343,59200
2344,32000
2345,33600
2346,45600
2347,38400
2348,30400
2349,31200
2350,30400
2351,37600
2352,37600
2353,30400
2354,40800
2355,40800
2356,36000
2357,34400
2358,42400
2359,40800
2360,36800
2361,29600
2362,47200
2363,44000
2364,32800
2365,34400
2366,30400
2367,39200
2368,35200
2369,33600
2370,43200
2371,32800
2372,41600
2373,37600
2374,39200
2375,33600
2376,37600
2377,37600
2378,38400
2379,41600
2380,39200
2381,40000
2382,28000
2383,38400
2384,39200
2385,51200
2386,41600
2387,40800
2388,44000
2389,40800
2390,48000
2391,45600
2392,46400
2393,41600
2394,33600
2395,46400
2396,37600
2397,36800
2398,30400
2399,29600
2400,29600
2401,51200
2402,39200
2403,44000
2404,35200
2405,42400
2406,32800
2407,38400
2408,40800
2409,35200
2410,32800
2411,32800
2412,37600
2413,44000
2414,48000
2415,36800
2416,40800
2417,43200
2418,41600
2419,34400
2420,43200
2421,32000
2422,43200
2423,32000
2424,34400
2425,48800
2426,44000
2427,40800
2428,49600
2429,30400
2430,32800
2431,38400
2432,32000
2433,32800
2434,30400
2435,28800
2436,35200
2437,40000
2438,41600
2439,45600
2440,36800
2441,50400
2442,40800
2443,44800
2444,34400
2445,30400
2446,32800
2447,41600
2448,48800
2449,43200
2450,32000
2451,44000
2452,39200
2453,46400
2454,41600
2455,26400
2456,39200
2457,38400
2458,45600
2459,43200
2460,24800
2461,36000
2462,36800
2463,28000
2464,31200
2465,36800
2466,40000
2467,41600
2468,33600
2469,40800
2470,45600
2471,33600
2472,33600
2473,33600
2474,40000
2475,43200
2476,31200
2477,35200
2478,31200
2479,35200
2480,41600
2481,39200
2482,34400
2483,38400
2484,40000
2485,36800
2486,34400
2487,44000
2488,49600
2489,46400
2490,34400
2491,40800
2492,38400
2493,39200
2494,39200
2495,50400
