0,0
1,0
2,0
3,800
4,800
5,800
6,2400
7,0
8,1600
9,5600
10,3200
11,3200
12,5600
13,5600
14,12800
15,6400
16,9600
17,3200
18,5600
19,7200
20,8800
21,1600
22,4800
23,4800
24,6400
25,4000
26,800
27,800
28,2400
29,4800
30,3200
31,6400
32,5600
33,6400
34,8000
35,5600
36,7200
37,2400
38,6400
39,6400
40,5600
41,5600
42,2400
43,4800
44,5600
45,7200
46,3200
47,4800
48,4000
49,4000
50,3200
51,5600
52,4000
53,4800
54,3200
55,4000
56,8000
57,8800
58,4000
59,4800
60,4800
61,8800
62,7200
63,4000
64,2400
65,800
66,6400
67,6400
68,4000
69,4800
70,3200
71,5600
72,1600
73,3200
74,5600
75,6400
76,6400
77,5600
78,2400
79,6400
80,4000
81,1600
82,4000
83,8800
84,4800
85,4800
86,4000
87,6400
88,4800
89,4800
90,4000
91,3200
92,7200
93,4800
94,5600
95,5600
96,3200
97,8800
98,4800
99,1600
100,4000
101,6400
102,6400
103,4800
104,4000
105,5600
106,3200
107,2400
108,5600
109,5600
110,2400
111,7200
112,4000
113,6400
114,6400
115,4800
116,5600
117,3200
118,4800
119,8800
120,3200
121,8000
122,7200
123,5600
124,4800
125,4800
126,3200
127,4000
128,8000
129,8000
130,4000
131,3200
132,5600
133,4000
134,1600
135,3200
136,4800
137,4000
138,2400
139,3200
140,11200
141,3200
142,1600
143,4000
144,6400
145,4000
146,8800
147,3200
148,4000
149,4000
150,5600
151,4800
152,4800
153,5600
154,4000
155,5600
156,9600
157,6400
158,4800
159,1600
160,6400
161,7200
162,4000
163,4800
164,4000
165,5600
166,8800
167,4800
168,4000
169,3200
170,2400
171,5600
172,4000
173,5600
174,7200
175,5600
176,4000
177,3200
178,4000
179,2400
180,4800
181,4800
182,4000
183,6400
184,6400
185,6400
186,7200
187,3200
188,4000
189,4000
190,7200
191,2400
192,4800
193,800
194,7200
195,6400
196,4800
197,4800
198,5600
199,9600
200,3200
201,4000
202,800
203,8800
204,2400
205,6400
206,4800
207,4000
208,3200
209,7200
210,9600
211,3200
212,5600
213,5600
214,8000
215,4800
216,4800
217,2400
218,6400
219,3200
220,1600
221,5600
222,3200
223,4000
224,4800
225,5600
226,6400
227,3200
228,6400
229,4800
230,4800
231,6400
232,3200
233,4800
234,2400
235,3200
236,4800
237,6400
238,4000
239,4000
240,3200
241,8800
242,4800
243,7200
244,4000
245,5600
246,4800
247,7200
248,3200
249,5600
250,3200
251,5600
252,4800
253,4800
254,5600
255,5600
256,6400
257,3200
258,1600
259,1600
260,5600
261,2400
262,4800
263,6400
264,4800
265,4800
266,8800
267,6400
268,1600
269,4800
270,4000
271,5600
272,8000
273,9600
274,6400
275,4800
276,4000
277,5600
278,4000
279,4800
280,3200
281,4000
282,7200
283,2400
284,3200
285,5600
286,4800
287,1600
288,4000
289,4800
290,8000
291,6400
292,2400
293,6400
294,5600
295,2400
296,3200
297,4000
298,6400
299,4000
300,6400
301,3200
302,8800
303,6400
304,10400
305,3200
306,2400
307,6400
308,5600
309,5600
310,5600
311,3200
312,1600
313,4000
314,3200
315,6400
316,3200
317,8800
318,5600
319,1600
320,4000
321,3200
322,4800
323,8000
324,8000
325,4000
326,6400
327,12800
328,4800
329,5600
330,2400
331,7200
332,3200
333,4800
334,2400
335,3200
336,2400
337,4000
338,2400
339,9600
340,4000
341,4000
342,3200
343,5600
344,8000
345,6400
346,8800
347,4800
348,4800
349,4800
350,5600
351,3200
352,7200
353,6400
354,2400
355,1600
356,4000
357,2400
358,4000
359,4800
360,4000
361,4000
362,4800
363,4800
364,4000
365,4800
366,4800
367,5600
368,2400
369,6400
370,7200
371,7200
372,4800
373,4800
374,5600
375,7200
376,9600
377,7200
378,5600
379,5600
380,2400
381,3200
382,4800
383,5600
384,4000
385,3200
386,4800
387,8800
388,2400
389,5600
390,1600
391,4800
392,2400
393,3200
394,2400
395,2400
396,5600
397,8000
398,8800
399,10400
400,3200
401,4000
402,4800
403,5600
404,5600
405,6400
406,4000
407,7200
408,4000
409,3200
410,4800
411,4000
412,4800
413,4000
414,7200
415,6400
416,4000
417,1600
418,4800
419,5600
420,4000
421,7200
422,6400
423,4800
424,4800
425,2400
426,4000
427,9600
428,3200
