0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,1600
13,1600
14,0
15,2400
16,800
17,1600
18,0
19,1600
20,800
21,800
22,800
23,0
24,0
25,0
26,0
27,800
28,0
29,1600
30,0
31,3200
32,800
33,800
34,800
35,1600
36,800
37,0
38,0
39,0
40,2400
41,2400
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,800
51,800
52,800
53,800
54,800
55,1600
56,1600
57,1600
58,800
59,800
60,800
61,800
62,1600
63,800
64,0
65,1600
66,3200
67,0
68,0
69,0
70,800
71,2400
72,800
73,0
74,0
75,1600
76,800
77,1600
78,0
79,800
80,0
81,0
82,800
83,0
84,800
85,0
86,0
87,2400
88,1600
89,800
90,800
91,1600
92,3200
93,1600
94,1600
95,1600
96,2400
97,1600
98,0
99,2400
100,2400
101,800
102,1600
103,800
104,1600
105,1600
106,1600
107,0
108,800
109,800
110,2400
111,2400
112,0
113,1600
114,1600
115,800
116,800
117,800
118,800
119,800
120,2400
121,0
122,0
123,0
124,800
125,0
126,0
127,800
128,1600
129,0
130,800
131,1600
132,800
133,0
134,800
135,800
136,0
137,800
138,800
139,2400
140,800
141,1600
142,0
143,0
144,800
145,800
146,3200
147,0
148,0
149,0
150,800
151,800
152,800
153,800
154,0
155,0
156,800
157,2400
158,2400
159,800
160,0
161,0
162,800
163,0
164,800
165,800
166,1600
167,800
168,800
169,0
170,0
171,0
172,0
173,0
174,800
175,2400
176,800
177,800
178,0
179,0
180,800
181,800
182,0
183,0
184,0
185,800
186,0
187,0
188,1600
189,0
190,0
191,800
192,0
193,1600
194,0
195,0
196,2400
197,0
198,1600
199,0
200,0
201,0
202,800
203,1600
204,800
205,1600
206,0
207,0
208,0
209,0
210,0
211,2400
212,800
213,800
214,800
215,1600
216,800
217,0
218,0
219,800
220,1600
221,0
222,800
223,0
224,0
225,0
226,800
227,800
228,800
229,0
230,0
231,800
232,0
233,1600
234,1600
235,0
236,0
237,800
238,1600
239,1600
240,0
241,0
242,800
243,0
244,2400
245,1600
246,0
247,0
248,1600
249,800
250,0
251,0
252,0
253,800
254,0
255,0
256,2400
257,1600
258,800
259,800
260,800
261,0
262,1600
263,800
264,1600
265,0
266,0
267,1600
268,0
269,1600
270,0
271,0
272,0
273,0
274,0
275,800
276,800
277,800
278,0
279,1600
280,1600
281,0
282,0
283,0
284,0
285,800
286,1600
287,800
288,1600
289,0
290,800
291,0
292,800
293,0
294,800
295,800
296,0
297,1600
298,0
299,0
300,0
301,0
302,0
303,1600
304,800
305,0
306,2400
307,0
308,2400
309,1600
310,800
311,800
312,1600
313,0
314,1600
315,0
316,0
317,800
318,2400
319,0
320,0
321,800
322,2400
323,800
324,0
325,1600
326,0
327,1600
328,1600
329,800
330,800
331,800
332,800
333,800
334,800
335,800
336,0
337,0
338,800
339,3200
340,800
341,0
342,0
343,800
344,1600
345,1600
346,0
347,800
348,0
349,2400
350,800
351,800
352,0
353,800
354,0
355,1600
356,0
357,1600
358,800
359,800
360,0
361,0
362,800
363,0
364,0
365,800
366,0
367,800
368,0
369,0
370,1600
371,800
372,0
373,0
374,800
375,800
376,800
377,1600
378,800
379,800
380,1600
381,0
382,0
383,0
384,1600
385,0
386,800
387,0
388,800
389,800
390,800
391,800
392,800
393,3200
394,0
395,1600
396,0
397,800
398,800
399,1600
400,0
401,800
402,800
403,0
404,0
405,800
406,0
407,0
408,1600
409,800
410,800
411,0
412,1600
413,2400
414,0
415,1600
416,800
417,800
418,800
419,0
420,800
421,800
422,1600
423,0
424,800
425,800
426,800
427,800
428,0
429,800
430,1600
431,800
432,1600
433,0
434,2400
435,0
436,0
437,800
438,2400
439,0
440,800
441,0
442,0
443,800
444,1600
445,0
446,800
447,0
448,2400
449,0
450,2400
451,0
452,0
453,2400
454,0
455,1600
456,800
457,0
458,800
459,1600
460,1600
461,800
462,800
463,800
464,2400
465,800
466,800
467,0
468,0
469,1600
470,800
471,800
472,0
473,800
474,2400
475,800
476,800
477,800
478,800
479,0
480,800
481,800
482,800
483,0
484,0
485,800
486,800
487,1600
488,800
489,800
490,0
491,1600
492,0
493,1600
494,0
495,800
496,2400
497,800
498,0
499,800
500,800
501,800
502,800
